race,sex,workclass,age,education_num,hours_per_week,capital_gain
White,Male,Private,59.0,7.0,40.0,0
White,Male,Self-Emp-Not-Inc,45.0,13.0,40.0,0
White,Female,Private,55.0,9.0,32.0,0
White,Female,Private,19.0,9.0,35.0,0
White,Male,Private,48.0,9.0,43.0,0
White,Male,Private,49.0,9.0,50.0,0
Black,Female,Local-Gov,49.0,10.0,40.0,0
White,Male,Self-Emp-Inc,53.0,10.0,50.0,15024
White,Female,Private,24.0,9.0,50.0,0
White,Female,Private,34.0,9.0,40.0,0
White,Male,Private,44.0,12.0,40.0,4386
White,unknown,Private,43.0,9.0,50.0,0
White,Male,State-Gov,43.0,10.0,40.0,0
White,Male,State-Gov,27.0,9.0,45.0,0
White,Male,Private,70.0,3.0,20.0,0
White,Male,Self-Emp-Inc,35.0,9.0,60.0,0
Asian-Pac-Islander,Female,Private,28.0,4.0,48.0,0
White,Male,Self-Emp-Inc,58.0,10.0,60.0,7298
White,Female,Private,60.0,9.0,27.0,0
White,Female,Private,20.0,10.0,25.0,0
White,Female,Private,24.0,13.0,40.0,3674
White,Female,State-Gov,21.0,10.0,11.0,0
White,Female,Federal-Gov,24.0,12.0,40.0,0
White,Male,Private,55.0,10.0,45.0,0
White,Male,Private,26.0,10.0,30.0,0
White,Male,Self-Emp-Not-Inc,37.0,13.0,65.0,0
White,Male,Self-Emp-Not-Inc,43.0,15.0,50.0,0
Asian-Pac-Islander,Female,Self-Emp-Not-Inc,43.0,13.0,60.0,0
White,Male,Private,54.0,7.0,40.0,0
White,Female,Private,58.0,4.0,40.0,0
White,Male,Private,21.0,10.0,8.0,0
Black,Female,Private,45.0,9.0,40.0,0
White,Male,Private,29.0,10.0,15.0,0
White,Male,Private,47.0,9.0,50.0,0
Black,Male,Local-Gov,31.0,9.0,40.0,0
White,Male,Self-Emp-Not-Inc,20.0,9.0,40.0,0
White,Female,Private,18.0,7.0,15.0,0
White,Male,Private,28.0,3.0,40.0,0
White,Male,State-Gov,58.0,13.0,40.0,0
Amer-Indian-Eskimo,Female,Private,43.0,10.0,36.0,0
Asian-Pac-Islander,Male,Private,61.0,1.0,40.0,0
White,Male,Private,55.0,13.0,40.0,0
Asian-Pac-Islander,Male,Self-Emp-Not-Inc,29.0,9.0,50.0,0
White,Male,Private,21.0,10.0,75.0,0
White,Male,Local-Gov,66.0,9.0,20.0,3432
White,Male,Self-Emp-Not-Inc,50.0,16.0,64.0,0
White,Female,Private,33.0,10.0,40.0,15024
White,Male,Private,25.0,12.0,48.0,0
Asian-Pac-Islander,Female,Private,36.0,9.0,35.0,0
White,Male,Private,35.0,9.0,50.0,0
White,Female,State-Gov,25.0,13.0,38.0,0
Black,Male,Private,58.0,3.0,40.0,0
Black,Male,Private,35.0,10.0,50.0,0
White,Female,Private,47.0,10.0,45.0,0
Black,Female,Self-Emp-Not-Inc,54.0,6.0,10.0,0
White,Female,Private,39.0,9.0,40.0,0
White,Female,Private,50.0,3.0,40.0,0
White,Male,Private,38.0,9.0,70.0,7688
White,Male,State-Gov,53.0,16.0,50.0,0
White,Male,Private,42.0,9.0,42.0,0
Black,Female,Federal-Gov,40.0,9.0,52.0,0
Black,Female,Private,44.0,10.0,35.0,0
Black,unknown,Local-Gov,45.0,10.0,40.0,5013
White,Female,Private,44.0,10.0,25.0,0
White,Male,Self-Emp-Inc,41.0,9.0,62.0,0
White,Male,Private,30.0,6.0,50.0,0
White,Female,Private,40.0,13.0,40.0,0
Asian-Pac-Islander,Male,Self-Emp-Not-Inc,42.0,11.0,40.0,2885
White,Male,State-Gov,67.0,4.0,35.0,0
White,Male,Private,19.0,6.0,45.0,0
White,Male,Private,54.0,10.0,55.0,0
White,Male,Private,36.0,9.0,48.0,0
Black,Male,Private,34.0,10.0,40.0,0
White,Male,Private,26.0,3.0,40.0,0
White,Male,Federal-Gov,44.0,13.0,40.0,0
White,Male,Private,32.0,5.0,50.0,0
White,Male,Private,62.0,5.0,40.0,0
White,Male,Self-Emp-Not-Inc,31.0,4.0,40.0,0
White,Male,Self-Emp-Not-Inc,69.0,4.0,35.0,0
White,Male,Private,81.0,9.0,18.0,0
White,Male,Private,22.0,12.0,35.0,0
White,Female,Private,19.0,9.0,8.0,0
White,Male,Never-Worked,18.0,6.0,40.0,0
Black,unknown,Private,22.0,10.0,10.0,0
White,unknown,Private,28.0,9.0,38.0,0
White,Male,Private,31.0,9.0,45.0,0
Black,Female,Private,34.0,9.0,25.0,0
Asian-Pac-Islander,Female,Local-Gov,73.0,3.0,25.0,0
White,Female,State-Gov,27.0,13.0,40.0,0
White,Male,Private,50.0,10.0,60.0,0
White,Male,Self-Emp-Not-Inc,46.0,10.0,45.0,0
White,Male,Private,18.0,8.0,7.0,0
White,Male,State-Gov,66.0,9.0,40.0,0
White,Male,Private,46.0,11.0,50.0,0
White,Male,Private,46.0,9.0,30.0,0
White,Female,Private,18.0,7.0,10.0,0
Asian-Pac-Islander,Male,Private,41.0,4.0,40.0,0
White,Male,Local-Gov,35.0,9.0,40.0,0
White,Male,Private,24.0,9.0,35.0,0
White,Male,Self-Emp-Inc,41.0,13.0,40.0,15024
White,Male,Self-Emp-Inc,73.0,13.0,50.0,0
White,Male,Self-Emp-Not-Inc,67.0,13.0,40.0,0
Amer-Indian-Eskimo,Female,Local-Gov,38.0,10.0,40.0,0
White,Male,Local-Gov,34.0,15.0,40.0,0
White,Female,Private,40.0,16.0,30.0,0
Black,Female,Local-Gov,47.0,12.0,40.0,0
White,Male,Private,27.0,3.0,45.0,0
White,Male,Private,37.0,7.0,40.0,0
White,Male,Private,30.0,7.0,40.0,0
White,Female,Private,41.0,14.0,45.0,0
White,Male,Private,40.0,16.0,40.0,0
White,Male,Private,32.0,9.0,40.0,5178
Black,Female,Private,66.0,7.0,40.0,0
White,unknown,Private,72.0,7.0,40.0,0
White,Male,Self-Emp-Not-Inc,36.0,10.0,60.0,0
Black,Female,Private,17.0,9.0,16.0,0
White,Male,Self-Emp-Inc,39.0,11.0,60.0,0
White,Male,Private,39.0,9.0,65.0,0
White,Male,Self-Emp-Not-Inc,82.0,9.0,12.0,0
Black,Male,Private,36.0,13.0,40.0,0
White,Male,Private,60.0,4.0,40.0,0
White,Male,State-Gov,32.0,16.0,99.0,2961
White,Female,Self-Emp-Not-Inc,56.0,7.0,65.0,0
White,Male,Private,50.0,13.0,40.0,0
White,Female,Private,29.0,9.0,55.0,0
White,Male,Federal-Gov,22.0,9.0,40.0,0
White,Male,Private,18.0,10.0,48.0,0
White,Female,Private,58.0,10.0,36.0,0
Black,Female,Private,52.0,10.0,32.0,0
White,Male,Private,26.0,6.0,40.0,0
White,Female,Private,25.0,9.0,20.0,0
White,Female,Private,44.0,11.0,30.0,0
White,Male,Private,17.0,7.0,15.0,0
Black,Female,Private,19.0,9.0,30.0,0
White,Female,State-Gov,53.0,9.0,40.0,15024
White,Male,Private,22.0,10.0,35.0,0
Black,Female,Private,28.0,7.0,40.0,0
White,Female,Local-Gov,26.0,13.0,40.0,0
White,Female,Local-Gov,50.0,14.0,40.0,0
White,Male,Federal-Gov,46.0,13.0,40.0,3103
White,Male,Private,52.0,10.0,60.0,0
White,Male,Self-Emp-Not-Inc,60.0,10.0,50.0,0
White,Female,Private,48.0,13.0,38.0,0
White,Female,Private,33.0,13.0,45.0,0
Black,Female,Private,55.0,6.0,40.0,0
White,Male,Private,29.0,9.0,25.0,0
White,Male,Self-Emp-Not-Inc,51.0,12.0,40.0,0
White,Male,Self-Emp-Inc,37.0,10.0,50.0,0
White,Male,State-Gov,60.0,16.0,55.0,0
White,Female,Private,23.0,10.0,20.0,0
White,Male,Local-Gov,30.0,10.0,40.0,0
White,Male,Local-Gov,42.0,14.0,60.0,0
White,Male,Private,49.0,4.0,32.0,0
White,Female,Private,44.0,7.0,40.0,0
White,unknown,Private,38.0,9.0,60.0,0
White,Male,Private,37.0,9.0,44.0,0
Black,Female,Private,63.0,10.0,24.0,0
White,Male,Self-Emp-Not-Inc,31.0,9.0,70.0,0
White,Male,State-Gov,42.0,9.0,40.0,0
White,Female,Private,73.0,13.0,12.0,0
White,Male,Private,25.0,9.0,50.0,0
White,Female,Private,18.0,10.0,30.0,0
White,Male,Private,68.0,10.0,40.0,0
White,Male,Private,53.0,9.0,46.0,0
White,Female,Private,41.0,9.0,60.0,0
White,Female,Private,21.0,6.0,39.0,0
White,Female,Private,21.0,9.0,40.0,0
Black,Male,Federal-Gov,39.0,10.0,40.0,0
White,Female,Private,56.0,13.0,40.0,0
White,Male,Self-Emp-Not-Inc,62.0,9.0,35.0,0
White,Male,Private,19.0,9.0,15.0,0
White,Male,Private,36.0,13.0,40.0,5178
White,Male,Private,49.0,9.0,55.0,0
White,Male,Private,34.0,9.0,50.0,0
White,Male,Private,27.0,13.0,55.0,0
White,Male,Self-Emp-Inc,50.0,14.0,40.0,0
White,Female,Self-Emp-Not-Inc,44.0,10.0,45.0,0
White,Female,Private,41.0,13.0,45.0,0
White,Male,Private,32.0,9.0,48.0,0
White,Male,Self-Emp-Not-Inc,67.0,4.0,40.0,0
White,Male,Private,44.0,13.0,40.0,0
White,Male,Private,53.0,3.0,45.0,0
White,Female,Private,21.0,9.0,25.0,0
Black,Female,Private,25.0,9.0,40.0,0
White,Male,Local-Gov,23.0,7.0,40.0,0
White,Female,Private,48.0,9.0,52.0,0
White,Female,Private,78.0,9.0,12.0,2329
White,Female,Local-Gov,45.0,13.0,50.0,0
White,Male,Private,45.0,11.0,76.0,0
White,Female,Local-Gov,48.0,14.0,10.0,15024
White,Male,Private,29.0,13.0,50.0,10520
White,Female,Private,54.0,9.0,25.0,4416
White,Female,State-Gov,56.0,9.0,40.0,0
White,Male,Private,23.0,10.0,12.0,0
White,Female,Private,69.0,9.0,40.0,0
White,Male,Private,42.0,10.0,45.0,0
White,Male,Self-Emp-Not-Inc,51.0,9.0,55.0,0
White,Male,Self-Emp-Inc,52.0,10.0,90.0,0
White,Male,Federal-Gov,43.0,13.0,40.0,0
White,Male,Federal-Gov,46.0,10.0,40.0,0
Asian-Pac-Islander,Female,Self-Emp-Inc,53.0,13.0,50.0,0
Asian-Pac-Islander,Female,Private,19.0,8.0,25.0,0
White,Female,Federal-Gov,47.0,13.0,50.0,0
White,Female,Private,34.0,10.0,4.0,0
White,Male,Private,48.0,10.0,48.0,15020
White,Female,Local-Gov,33.0,9.0,35.0,0
White,Female,Private,34.0,12.0,35.0,0
White,Female,Private,58.0,4.0,33.0,0
White,Male,Private,35.0,11.0,50.0,0
White,Female,Private,46.0,13.0,40.0,0
White,Male,Self-Emp-Not-Inc,34.0,10.0,40.0,0
White,Female,Private,26.0,7.0,36.0,2407
White,Male,Local-Gov,29.0,10.0,40.0,0
White,Female,Private,24.0,10.0,53.0,0
White,Male,Private,62.0,4.0,50.0,3411
White,Male,Local-Gov,23.0,13.0,32.0,0
Black,Male,Private,35.0,10.0,30.0,0
White,Male,Private,20.0,9.0,30.0,0
Black,Male,Private,29.0,11.0,45.0,0
White,Male,Private,36.0,10.0,44.0,0
Other,Male,Private,20.0,9.0,40.0,0
White,Male,Local-Gov,45.0,13.0,35.0,0
White,Male,Private,43.0,2.0,70.0,0
White,Male,Self-Emp-Not-Inc,32.0,9.0,60.0,0
Black,Female,Private,23.0,9.0,16.0,0
Black,Male,Private,23.0,13.0,40.0,0
White,Male,Self-Emp-Inc,67.0,6.0,40.0,0
White,Male,Private,18.0,7.0,17.0,0
White,Male,Private,24.0,8.0,30.0,0
White,Female,Private,27.0,11.0,35.0,0
White,Male,Local-Gov,43.0,15.0,45.0,15024
White,Male,Local-Gov,41.0,14.0,55.0,0
White,Male,Self-Emp-Not-Inc,44.0,10.0,25.0,0
White,Male,Private,64.0,10.0,40.0,0
White,Female,Private,45.0,9.0,40.0,0
White,Male,Private,28.0,12.0,65.0,0
Black,Male,Private,23.0,10.0,80.0,2202
White,Male,Self-Emp-Not-Inc,42.0,10.0,45.0,0
White,Male,Private,34.0,9.0,49.0,0
Black,Male,Private,23.0,13.0,10.0,0
White,Male,Private,61.0,12.0,2.0,0
White,Male,Self-Emp-Not-Inc,31.0,13.0,50.0,0
Black,Female,Private,35.0,9.0,40.0,0
White,Female,Private,19.0,10.0,15.0,0
White,Male,Private,46.0,13.0,55.0,0
Asian-Pac-Islander,Male,Private,47.0,13.0,65.0,2885
White,Male,Self-Emp-Inc,24.0,13.0,40.0,0
White,Male,Private,66.0,13.0,40.0,10605
White,Male,Self-Emp-Inc,39.0,12.0,48.0,5178
White,Male,Local-Gov,28.0,10.0,90.0,0
White,Female,Private,59.0,11.0,36.0,0
White,Male,Private,46.0,14.0,45.0,0
Asian-Pac-Islander,Male,Self-Emp-Inc,53.0,16.0,40.0,0
White,Female,Private,20.0,10.0,8.0,0
White,Male,Private,74.0,10.0,24.0,6418
White,Male,Private,53.0,10.0,40.0,0
Black,Female,Private,20.0,10.0,20.0,0
White,Male,Private,40.0,13.0,60.0,0
White,Female,Private,36.0,11.0,40.0,0
Amer-Indian-Eskimo,Male,Federal-Gov,64.0,10.0,45.0,0
White,Male,Self-Emp-Not-Inc,71.0,9.0,3.0,1455
White,Female,Private,20.0,10.0,35.0,0
Black,Male,Private,25.0,10.0,40.0,0
White,Female,Self-Emp-Not-Inc,56.0,13.0,40.0,0
White,Male,State-Gov,25.0,13.0,46.0,0
White,Male,Self-Emp-Not-Inc,62.0,14.0,40.0,0
White,Male,Private,33.0,10.0,40.0,0
White,Female,Private,17.0,7.0,18.0,1055
White,Female,Private,22.0,13.0,60.0,0
White,Female,Private,23.0,9.0,40.0,0
White,Male,Private,23.0,3.0,55.0,0
White,Male,Private,52.0,10.0,40.0,0
White,Male,Self-Emp-Not-Inc,39.0,10.0,90.0,2829
White,Male,Private,33.0,13.0,55.0,0
White,Male,Private,27.0,10.0,50.0,3103
White,Female,Private,47.0,14.0,25.0,0
Black,Female,Federal-Gov,64.0,13.0,40.0,0
Asian-Pac-Islander,Male,Private,35.0,13.0,60.0,7688
White,Female,Private,33.0,14.0,50.0,0
White,Male,Self-Emp-Not-Inc,65.0,9.0,48.0,0
White,Male,Private,44.0,10.0,35.0,0
White,unknown,Private,40.0,13.0,60.0,0
White,Male,State-Gov,33.0,6.0,40.0,0
White,Female,Private,50.0,13.0,50.0,0
White,Male,State-Gov,22.0,10.0,25.0,0
White,Male,Self-Emp-Not-Inc,49.0,4.0,40.0,0
White,Female,Private,32.0,10.0,20.0,0
White,Female,Private,57.0,15.0,40.0,0
White,unknown,Self-Emp-Not-Inc,47.0,13.0,60.0,0
White,Male,Private,26.0,9.0,53.0,0
Black,Male,Private,21.0,10.0,40.0,0
Black,Female,Local-Gov,63.0,13.0,21.0,0
Black,Male,Private,36.0,9.0,45.0,0
White,Male,Private,58.0,2.0,40.0,0
White,Female,Private,35.0,6.0,38.0,0
White,Male,Private,61.0,14.0,60.0,0
White,Male,Private,28.0,8.0,40.0,0
White,Male,Private,59.0,9.0,50.0,0
White,Male,Private,19.0,10.0,35.0,2176
White,Male,Local-Gov,42.0,13.0,40.0,5178
White,Male,Self-Emp-Not-Inc,60.0,5.0,84.0,0
White,Female,Private,42.0,11.0,40.0,0
White,Male,Private,45.0,11.0,35.0,0
White,unknown,Private,51.0,9.0,40.0,0
Asian-Pac-Islander,Male,Private,22.0,10.0,40.0,0
White,Female,Private,35.0,12.0,40.0,0
White,Male,Self-Emp-Not-Inc,49.0,5.0,40.0,0
White,Male,Private,35.0,5.0,40.0,0
White,Female,Private,38.0,11.0,36.0,0
White,Male,Private,27.0,10.0,45.0,0
White,Male,Private,27.0,10.0,48.0,0
Black,Male,Self-Emp-Not-Inc,60.0,9.0,50.0,0
White,Male,Self-Emp-Inc,41.0,13.0,65.0,99999
White,Female,Private,39.0,13.0,50.0,0
White,Male,Private,46.0,7.0,30.0,0
White,Male,Federal-Gov,30.0,10.0,48.0,7298
White,Female,Private,35.0,11.0,42.0,0
White,Male,Private,33.0,13.0,40.0,0
White,Female,Private,17.0,7.0,12.0,0
White,Male,Local-Gov,37.0,13.0,40.0,0
White,Male,Private,53.0,4.0,35.0,0
White,Male,Self-Emp-Inc,28.0,9.0,45.0,0
White,Male,Private,40.0,10.0,35.0,0
White,Male,Private,29.0,6.0,43.0,0
White,Female,Private,37.0,10.0,40.0,0
Asian-Pac-Islander,Male,Private,19.0,11.0,20.0,0
White,Male,Self-Emp-Inc,37.0,12.0,50.0,0
Other,Female,Private,35.0,9.0,40.0,0
White,Female,Local-Gov,62.0,13.0,48.0,0
White,Male,Private,45.0,10.0,45.0,0
White,Male,Self-Emp-Inc,45.0,9.0,40.0,0
White,Male,Private,24.0,8.0,40.0,0
White,Female,Private,31.0,10.0,60.0,0
White,Male,Self-Emp-Not-Inc,42.0,10.0,40.0,0
White,Male,Private,31.0,13.0,35.0,0
White,Male,Private,53.0,10.0,60.0,0
White,Female,Private,35.0,13.0,40.0,0
White,Male,Private,67.0,4.0,24.0,0
White,Male,Self-Emp-Not-Inc,23.0,10.0,35.0,0
White,Male,Private,58.0,13.0,40.0,0
White,Male,Private,40.0,4.0,40.0,4064
White,Male,Private,56.0,14.0,40.0,0
White,Male,Private,45.0,9.0,44.0,0
White,Male,Private,40.0,14.0,60.0,0
White,Male,Private,20.0,6.0,40.0,0
Black,Male,Private,26.0,14.0,50.0,6849
Black,Male,Private,54.0,9.0,40.0,0
White,Male,Private,28.0,9.0,40.0,2354
Black,Male,Self-Emp-Not-Inc,42.0,9.0,25.0,0
White,Male,Self-Emp-Not-Inc,37.0,9.0,35.0,0
White,Male,Private,31.0,9.0,70.0,0
White,Male,Private,65.0,10.0,50.0,11678
White,Male,Private,37.0,12.0,55.0,0
White,Male,Self-Emp-Inc,39.0,10.0,84.0,0
Amer-Indian-Eskimo,Female,Private,18.0,6.0,40.0,0
White,Male,State-Gov,42.0,13.0,52.0,0
White,Female,Private,32.0,13.0,45.0,0
White,Female,Private,39.0,10.0,35.0,0
White,Male,Private,18.0,10.0,15.0,0
White,Female,Private,33.0,11.0,40.0,0
White,Male,Federal-Gov,38.0,9.0,45.0,0
White,Female,Private,41.0,10.0,48.0,0
White,Male,Private,27.0,9.0,50.0,3137
White,Male,Private,63.0,13.0,45.0,15024
Amer-Indian-Eskimo,Female,Private,56.0,9.0,35.0,0
White,Female,Private,42.0,10.0,32.0,0
White,Male,Self-Emp-Not-Inc,57.0,12.0,40.0,0
White,Male,State-Gov,28.0,9.0,40.0,0
White,Male,Private,32.0,9.0,42.0,0
White,Male,Private,24.0,13.0,10.0,0
White,Female,Private,37.0,14.0,8.0,0
White,Male,Private,46.0,10.0,45.0,7298
White,Male,Private,39.0,9.0,30.0,0
White,Male,Private,33.0,14.0,50.0,0
White,Male,Private,42.0,10.0,52.0,0
White,Female,Local-Gov,54.0,9.0,40.0,0
White,Male,Private,36.0,7.0,50.0,0
White,Male,Self-Emp-Not-Inc,71.0,9.0,15.0,0
White,Male,Private,27.0,11.0,65.0,10520
White,Female,Federal-Gov,42.0,9.0,40.0,0
White,Male,Private,40.0,6.0,40.0,0
White,Female,Private,44.0,10.0,32.0,0
White,unknown,Federal-Gov,48.0,9.0,40.0,0
Black,Female,Local-Gov,41.0,10.0,40.0,0
White,Male,Private,52.0,10.0,84.0,0
White,Male,Private,18.0,10.0,33.0,0
White,Male,Private,38.0,10.0,55.0,0
White,Male,Self-Emp-Inc,19.0,9.0,40.0,0
White,Female,Private,38.0,10.0,40.0,0
White,Female,Private,46.0,6.0,25.0,0
White,Male,Private,42.0,9.0,50.0,0
White,Male,Private,25.0,13.0,50.0,0
White,Male,Private,31.0,8.0,32.0,0
White,Male,Private,39.0,12.0,50.0,0
White,Female,Private,46.0,13.0,37.0,0
White,Female,Private,34.0,10.0,40.0,0
White,Female,Self-Emp-Not-Inc,35.0,13.0,55.0,0
White,Female,Local-Gov,62.0,16.0,40.0,0
White,Female,Private,27.0,4.0,50.0,0
Asian-Pac-Islander,Male,Local-Gov,20.0,9.0,10.0,0
White,Male,Private,39.0,10.0,55.0,0
White,Male,State-Gov,41.0,13.0,40.0,0
White,Male,Private,59.0,9.0,60.0,2407
White,Male,Federal-Gov,52.0,9.0,40.0,7298
White,Male,Private,42.0,9.0,40.0,3325
White,Female,Private,18.0,8.0,25.0,0
White,Male,Local-Gov,39.0,13.0,40.0,0
White,unknown,Self-Emp-Not-Inc,47.0,14.0,50.0,0
White,Female,Self-Emp-Inc,34.0,11.0,40.0,0
White,Male,Self-Emp-Not-Inc,19.0,9.0,53.0,0
White,Female,Federal-Gov,46.0,10.0,40.0,0
Black,Male,Private,23.0,9.0,45.0,0
White,Female,Private,56.0,9.0,40.0,0
White,Male,Private,39.0,10.0,47.0,0
Other,Male,Private,59.0,10.0,40.0,0
White,Female,Private,42.0,12.0,24.0,0
White,Male,Self-Emp-Not-Inc,33.0,10.0,40.0,0
White,Female,Private,64.0,9.0,24.0,0
White,Female,Self-Emp-Not-Inc,36.0,10.0,35.0,0
Black,unknown,Local-Gov,18.0,6.0,40.0,0
White,unknown,State-Gov,38.0,13.0,40.0,0
White,Male,Private,56.0,9.0,45.0,0
White,Male,Self-Emp-Not-Inc,63.0,13.0,20.0,0
Black,Male,Private,25.0,7.0,40.0,0
White,unknown,Federal-Gov,39.0,13.0,45.0,0
White,Male,Private,44.0,13.0,60.0,0
Amer-Indian-Eskimo,Female,Private,23.0,11.0,30.0,0
White,Male,Self-Emp-Not-Inc,51.0,13.0,50.0,99999
White,Male,Self-Emp-Not-Inc,29.0,6.0,35.0,0
White,Male,Private,44.0,10.0,38.0,0
White,Male,Private,71.0,16.0,10.0,0
Amer-Indian-Eskimo,Female,Private,45.0,14.0,36.0,0
White,Male,Private,51.0,13.0,40.0,0
White,Female,Private,57.0,13.0,45.0,0
White,Female,Private,37.0,10.0,25.0,0
White,Male,Private,39.0,11.0,38.0,0
White,Male,Private,53.0,9.0,45.0,0
White,Male,Local-Gov,55.0,9.0,15.0,0
Black,Female,Local-Gov,30.0,13.0,40.0,0
White,Female,Private,29.0,13.0,4.0,0
White,Male,Private,46.0,9.0,50.0,0
White,Female,Private,65.0,13.0,40.0,0
White,Male,Private,50.0,6.0,38.0,0
White,Male,Private,18.0,6.0,11.0,0
White,unknown,State-Gov,52.0,9.0,40.0,0
White,Male,State-Gov,50.0,9.0,40.0,0
White,Male,Private,41.0,13.0,55.0,0
Other,Male,Private,28.0,14.0,30.0,0
White,Male,Self-Emp-Not-Inc,50.0,10.0,55.0,0
White,Male,Private,57.0,3.0,40.0,6497
Amer-Indian-Eskimo,Male,Self-Emp-Not-Inc,30.0,10.0,55.0,0
White,Male,Private,67.0,13.0,45.0,0
White,Male,Private,57.0,13.0,40.0,7298
White,Male,Private,17.0,6.0,8.0,0
Asian-Pac-Islander,Female,Self-Emp-Not-Inc,37.0,9.0,70.0,0
White,Male,Self-Emp-Not-Inc,37.0,9.0,40.0,0
White,Male,Private,17.0,6.0,25.0,0
White,Female,Private,69.0,11.0,1.0,0
White,Male,Private,41.0,10.0,35.0,0
White,Male,Private,33.0,9.0,48.0,0
White,Male,Private,59.0,14.0,40.0,0
Other,Male,Private,42.0,6.0,43.0,0
White,Male,Self-Emp-Not-Inc,48.0,9.0,40.0,0
White,Female,Federal-Gov,42.0,13.0,40.0,0
Asian-Pac-Islander,Male,State-Gov,30.0,14.0,17.0,0
White,Male,Self-Emp-Not-Inc,51.0,13.0,45.0,0
White,Female,Private,27.0,9.0,30.0,0
White,Female,Private,53.0,9.0,26.0,0
White,Female,Private,69.0,7.0,40.0,0
Black,unknown,Private,30.0,9.0,25.0,0
White,Female,State-Gov,49.0,13.0,40.0,0
Black,Male,Private,51.0,8.0,40.0,0
White,Male,Private,76.0,4.0,30.0,0
White,Male,Local-Gov,72.0,9.0,10.0,2290
White,Female,Private,32.0,9.0,40.0,0
White,Female,Private,27.0,10.0,25.0,0
White,Male,Private,59.0,13.0,60.0,0
White,Female,Self-Emp-Not-Inc,18.0,10.0,50.0,0
White,Male,Private,41.0,9.0,42.0,7688
Other,Male,Private,32.0,13.0,40.0,0
White,Male,Self-Emp-Not-Inc,69.0,5.0,40.0,0
White,Male,Self-Emp-Inc,25.0,11.0,55.0,0
White,Male,Private,25.0,7.0,40.0,0
Black,Female,Private,28.0,11.0,40.0,0
White,Male,Self-Emp-Inc,57.0,15.0,36.0,0
White,Male,Private,44.0,9.0,30.0,0
White,Female,Private,26.0,9.0,15.0,0
White,Male,Federal-Gov,65.0,10.0,48.0,0
White,Male,Private,36.0,14.0,50.0,0
White,Female,Self-Emp-Not-Inc,59.0,9.0,42.0,0
White,unknown,Private,27.0,13.0,40.0,0
Black,Male,Private,30.0,9.0,40.0,0
White,Female,Private,22.0,10.0,20.0,0
White,Female,Private,29.0,9.0,45.0,0
White,Female,Private,31.0,9.0,25.0,0
Asian-Pac-Islander,Female,Private,30.0,9.0,40.0,0
White,Male,Private,27.0,6.0,40.0,0
White,Male,Self-Emp-Inc,60.0,9.0,40.0,0
White,Male,Private,18.0,6.0,27.0,0
White,Male,Private,37.0,14.0,55.0,0
Amer-Indian-Eskimo,Male,Private,22.0,7.0,40.0,0
White,Female,Private,29.0,15.0,55.0,0
White,Female,Private,31.0,7.0,20.0,0
White,Female,Self-Emp-Not-Inc,28.0,13.0,48.0,0
White,Male,Private,56.0,9.0,43.0,0
White,Female,Private,42.0,5.0,40.0,0
White,Female,Private,21.0,12.0,30.0,0
White,Male,Self-Emp-Inc,51.0,7.0,60.0,0
White,Male,Private,33.0,11.0,40.0,0
Asian-Pac-Islander,Male,Private,54.0,15.0,40.0,0
White,Female,Private,29.0,11.0,45.0,0
White,Male,Federal-Gov,45.0,16.0,40.0,0
White,Male,State-Gov,51.0,16.0,30.0,0
White,Male,Private,34.0,7.0,40.0,0
White,Male,Private,67.0,9.0,60.0,0
White,Male,Private,50.0,10.0,40.0,0
White,unknown,Private,23.0,13.0,40.0,0
White,Male,Self-Emp-Not-Inc,33.0,13.0,40.0,0
White,unknown,Private,52.0,9.0,35.0,0
White,Male,Private,49.0,13.0,55.0,0
White,Male,Self-Emp-Not-Inc,46.0,13.0,50.0,0
White,Female,Private,48.0,9.0,37.0,0
White,Male,Self-Emp-Inc,39.0,13.0,40.0,0
White,Male,Federal-Gov,47.0,9.0,40.0,0
White,Female,Private,57.0,9.0,38.0,0
White,Male,Private,28.0,13.0,50.0,0
Black,Female,Local-Gov,44.0,9.0,38.0,0
White,Female,Private,21.0,11.0,40.0,0
White,Male,Self-Emp-Inc,45.0,11.0,50.0,0
Black,Female,Private,51.0,4.0,40.0,0
White,Male,Private,21.0,9.0,32.0,0
White,Male,Self-Emp-Not-Inc,66.0,11.0,98.0,4931
Black,Male,Private,33.0,6.0,20.0,0
White,Female,Private,52.0,10.0,55.0,0
White,Male,Private,20.0,10.0,35.0,0
White,Male,Self-Emp-Inc,47.0,13.0,70.0,0
White,Male,Private,31.0,13.0,55.0,0
White,Male,Private,42.0,9.0,40.0,4064
Asian-Pac-Islander,Male,Private,90.0,10.0,35.0,0
Black,Male,Private,21.0,9.0,40.0,0
White,Male,Private,54.0,9.0,55.0,4064
White,Male,Private,24.0,5.0,40.0,0
White,Male,Private,23.0,9.0,45.0,0
White,Female,Private,18.0,7.0,25.0,0
White,Male,State-Gov,29.0,14.0,40.0,0
Black,Male,Private,36.0,9.0,40.0,0
Black,Male,Private,59.0,9.0,60.0,0
White,Male,Private,45.0,10.0,65.0,0
White,Male,Private,45.0,5.0,20.0,0
White,Female,Private,38.0,10.0,50.0,0
Other,Male,Private,52.0,7.0,40.0,0
White,Male,Private,37.0,10.0,44.0,0
White,Male,Self-Emp-Not-Inc,55.0,6.0,50.0,0
Black,Female,Private,36.0,11.0,40.0,0
